Index,Ovr,Gen,Div,Name,#,AG,Country,Swim,Bike,Run,Total,Competition,Year,Swim_sec,Bike_sec,Run_sec,Total_sec
598,598,551,63,Michael Rothenberg,1815,M50-54,USA,00:44:38,05:26:36,04:58:52,11:28:30,Overall Results,Ironman California 2023,2678.0,19596.0,17932,41310
599,599,48,11,Charlene Robinson,776,F30-34,USA,00:45:40,05:57:22,04:26:21,11:28:55,Overall Results,Ironman California 2023,2740.0,21442.0,15981,41335
600,600,552,81,Daniel Piper,910,M45-49,CAN,00:46:18,05:34:18,04:42:14,11:28:56,Overall Results,Ironman California 2023,2778.0,20058.0,16934,41336
601,601,553,36,Greg Plitt,962,M55-59,USA,00:47:40,05:26:29,04:50:18,11:28:56,Overall Results,Ironman California 2023,2860.0,19589.0,17418,41336
602,602,554,98,John Baumbach,1382,M40-44,USA,00:51:47,06:03:09,04:13:55,11:29:05,Overall Results,Ironman California 2023,3107.0,21789.0,15235,41345
603,603,555,15,James Rolette,784,M60-64,USA,00:45:31,05:31:37,04:53:32,11:29:09,Overall Results,Ironman California 2023,2731.0,19897.0,17612,41349
604,604,556,99,Patrick Tebow,1428,M40-44,USA,00:54:10,05:34:16,04:36:57,11:29:17,Overall Results,Ironman California 2023,3250.0,20056.0,16617,41357
605,605,557,82,Jeff Farwell,681,M45-49,CAN,00:44:47,05:41:33,04:45:49,11:29:18,Overall Results,Ironman California 2023,2687.0,20493.0,17149,41358
606,606,558,83,Edgar Montalvo,760,M45-49,MEX,00:48:21,05:39:37,04:46:28,11:29:25,Overall Results,Ironman California 2023,2901.0,20377.0,17188,41365
607,607,559,37,Kevin McCormick,296,M55-59,USA,00:56:55,05:32:54,04:30:32,11:30:07,Overall Results,Ironman California 2023,3415.0,19974.0,16232,41407
608,608,49,1,Ran Liu,559,F55-59,USA,00:52:54,06:21:32,03:56:23,11:30:58,Overall Results,Ironman California 2023,3174.0,22892.0,14183,41458
609,609,560,16,Tom Aaker,288,M60-64,USA,00:44:40,05:53:02,04:31:29,11:31:05,Overall Results,Ironman California 2023,2680.0,21182.0,16289,41465
610,610,50,3,Lesley Maisey,1074,F50-54,CAN,00:54:27,05:59:05,04:19:23,11:31:19,Overall Results,Ironman California 2023,3267.0,21545.0,15563,41479
611,611,561,100,Ben Gigliotti,1771,M40-44,USA,00:53:13,05:50:17,04:26:15,11:31:37,Overall Results,Ironman California 2023,3193.0,21017.0,15975,41497
612,612,562,100,Jerrie Keith Manalang,749,M30-34,CAN,00:54:16,06:06:53,04:06:22,11:31:39,Overall Results,Ironman California 2023,3256.0,22013.0,14782,41499
613,613,563,101,Lue Yang,362,M40-44,USA,00:59:58,05:32:52,04:41:11,11:31:52,Overall Results,Ironman California 2023,3598.0,19972.0,16871,41512
614,614,564,84,Tewen Chiu,764,M45-49,TWN,00:51:45,05:52:29,04:28:54,11:31:53,Overall Results,Ironman California 2023,3105.0,21149.0,16134,41513
615,615,565,47,Zac Rosenbaum,1869,M25-29,USA,00:49:05,06:11:57,04:16:16,11:32:08,Overall Results,Ironman California 2023,2945.0,22317.0,15376,41528
616,616,566,102,Todd Thorpe,1787,M40-44,USA,00:44:13,05:44:11,04:37:59,11:32:23,Overall Results,Ironman California 2023,2653.0,20651.0,16679,41543
617,617,567,85,Andy Epperson,876,M45-49,USA,00:51:14,05:28:57,04:48:11,11:32:41,Overall Results,Ironman California 2023,3074.0,19737.0,17291,41561
618,618,568,100,Gilberto Serrano,1598,M35-39,CRI,00:49:05,05:52:56,04:30:47,11:32:57,Overall Results,Ironman California 2023,2945.0,21176.0,16247,41577
619,619,569,103,Jian Deng,1957,M40-44,CHN,00:54:50,06:09:31,04:03:51,11:32:58,Overall Results,Ironman California 2023,3290.0,22171.0,14631,41578
620,620,570,86,Nathan Jacobson,637,M45-49,USA,00:56:50,05:41:33,04:33:00,11:33:36,Overall Results,Ironman California 2023,3410.0,20493.0,16380,41616
621,621,571,48,Ryan Blair,2136,M25-29,USA,00:44:38,05:53:47,04:35:06,11:33:38,Overall Results,Ironman California 2023,2678.0,21227.0,16506,41618
622,622,572,38,Andres Silva,1169,M55-59,CHL,00:49:20,05:40:17,04:47:19,11:33:38,Overall Results,Ironman California 2023,2960.0,20417.0,17239,41618
623,623,573,101,Patrick Chen,1790,M35-39,USA,00:51:36,06:18:04,04:05:52,11:33:40,Overall Results,Ironman California 2023,3096.0,22684.0,14752,41620
624,624,574,87,Tony Stolarczyk,921,M45-49,USA,00:46:24,05:25:35,05:06:39,11:33:55,Overall Results,Ironman California 2023,2784.0,19535.0,18399,41635
625,625,575,64,Marcial Espinoza,1798,M50-54,SLV,00:46:49,05:34:45,04:43:14,11:33:56,Overall Results,Ironman California 2023,2809.0,20085.0,16994,41636
626,626,576,101,John Meadows,2090,M30-34,USA,00:44:27,05:38:46,04:39:54,11:34:01,Overall Results,Ironman California 2023,2667.0,20326.0,16794,41641
627,627,577,65,William Fedor,968,M50-54,USA,00:52:35,05:36:13,04:44:23,11:35:03,Overall Results,Ironman California 2023,3155.0,20173.0,17063,41703
628,628,578,14,Thomas Jaron Sly,2284,M18-24,USA,00:46:28,05:52:33,04:43:01,11:35:03,Overall Results,Ironman California 2023,2788.0,21153.0,16981,41703
629,629,51,12,Christine Dehaven,483,F30-34,USA,00:40:32,06:07:05,04:33:14,11:35:11,Overall Results,Ironman California 2023,2432.0,22025.0,16394,41711
630,630,52,2,Caroline Wilson,772,F55-59,USA,00:51:38,05:31:40,05:00:26,11:35:18,Overall Results,Ironman California 2023,3098.0,19900.0,18026,41718
631,631,579,49,Hutch Hershberger,123,M25-29,USA,00:48:15,05:54:11,04:35:25,11:35:26,Overall Results,Ironman California 2023,2895.0,21251.0,16525,41726
632,632,580,88,Joel Ledesma,1861,M45-49,USA,00:48:06,05:27:31,04:58:43,11:35:26,Overall Results,Ironman California 2023,2886.0,19651.0,17923,41726
633,633,581,104,Nick Deguerre,2101,M40-44,USA,00:47:40,05:58:28,04:22:17,11:35:38,Overall Results,Ironman California 2023,2860.0,21508.0,15737,41738
634,634,582,89,Jonathan Haskins,225,M45-49,USA,00:47:12,06:02:31,04:21:27,11:35:39,Overall Results,Ironman California 2023,2832.0,21751.0,15687,41739
635,635,583,50,James Proxmire,2230,M25-29,USA,00:46:47,05:53:23,04:34:09,11:36:05,Overall Results,Ironman California 2023,2807.0,21203.0,16449,41765
636,636,584,66,James Frith,364,M50-54,AUS,00:53:39,05:19:36,05:07:17,11:36:16,Overall Results,Ironman California 2023,3219.0,19176.0,18437,41776
637,637,585,67,Stephen Carleton,745,M50-54,USA,00:46:37,05:45:57,04:31:08,11:36:41,Overall Results,Ironman California 2023,2797.0,20757.0,16268,41801
638,638,586,105,Ricardo Castro Garcia,1612,M40-44,MEX,00:51:09,05:41:12,04:43:24,11:36:47,Overall Results,Ironman California 2023,3069.0,20472.0,17004,41807
639,639,587,90,Tim Swanson,1094,M45-49,USA,00:43:31,05:39:24,04:45:31,11:36:48,Overall Results,Ironman California 2023,2611.0,20364.0,17131,41808
640,640,588,102,Stephen Rowley,600,M35-39,USA,00:40:49,05:45:22,04:54:29,11:36:55,Overall Results,Ironman California 2023,2449.0,20722.0,17669,41815
641,641,589,103,Tony Durham,2201,M35-39,USA,00:48:50,05:28:51,05:04:12,11:37:00,Overall Results,Ironman California 2023,2930.0,19731.0,18252,41820
642,642,590,106,Ryan Kaysen,1369,M40-44,USA,00:55:31,05:47:29,04:29:00,11:37:02,Overall Results,Ironman California 2023,3331.0,20849.0,16140,41822
643,643,53,4,Laree Holcomb,172,F50-54,USA,00:49:30,05:47:57,04:40:01,11:37:10,Overall Results,Ironman California 2023,2970.0,20877.0,16801,41830
644,644,591,68,Chris Neibauer,2307,M50-54,USA,00:54:22,05:52:25,04:28:08,11:37:41,Overall Results,Ironman California 2023,3262.0,21145.0,16088,41861
645,645,592,104,Pheng Lor,363,M35-39,USA,00:57:32,06:01:11,04:18:44,11:37:45,Overall Results,Ironman California 2023,3452.0,21671.0,15524,41865
646,646,593,107,Justin Oberg,922,M40-44,USA,00:43:29,06:07:26,04:14:04,11:38:12,Overall Results,Ironman California 2023,2609.0,22046.0,15244,41892
647,647,594,102,Carmine Iannone,2313,M30-34,CAN,00:48:12,05:41:17,04:40:41,11:38:13,Overall Results,Ironman California 2023,2892.0,20477.0,16841,41893
648,648,595,91,Diego Zuluaga,2187,M45-49,COL,00:57:45,05:57:36,04:21:51,11:38:14,Overall Results,Ironman California 2023,3465.0,21456.0,15711,41894
649,649,54,7,Samantha Nicholas,140,F25-29,USA,00:51:49,05:46:49,04:32:54,11:38:15,Overall Results,Ironman California 2023,3109.0,20809.0,16374,41895
650,650,596,92,Justin Andersen,1274,M45-49,USA,00:48:04,05:33:53,04:53:48,11:38:15,Overall Results,Ironman California 2023,2884.0,20033.0,17628,41895
651,651,597,39,Brad Ellis,312,M55-59,USA,00:49:47,05:25:02,05:01:55,11:38:17,Overall Results,Ironman California 2023,2987.0,19502.0,18115,41897
652,652,598,93,Steve de Jesus,1681,M45-49,PRI,00:50:20,05:26:50,04:59:36,11:38:29,Overall Results,Ironman California 2023,3020.0,19610.0,17976,41909
653,653,599,51,Kasey Fish,1239,M25-29,USA,00:45:39,06:18:07,04:21:41,11:38:31,Overall Results,Ironman California 2023,2739.0,22687.0,15701,41911
654,654,600,105,Nick Rodriguez,2102,M35-39,USA,00:51:24,05:36:57,04:46:54,11:38:36,Overall Results,Ironman California 2023,3084.0,20217.0,17214,41916
655,655,601,69,Glenn Wagner,1631,M50-54,CAN,00:55:01,06:23:31,04:01:34,11:38:53,Overall Results,Ironman California 2023,3301.0,23011.0,14494,41933
656,656,602,40,Jason Hiebert,189,M55-59,CAN,00:43:09,05:08:18,05:34:00,11:38:54,Overall Results,Ironman California 2023,2589.0,18498.0,20040,41934
657,657,55,8,Maya Hiebert,1079,F25-29,JPN,00:43:08,05:48:59,04:49:54,11:38:55,Overall Results,Ironman California 2023,2588.0,20939.0,17394,41935
658,658,603,94,Kyle Kasner,1802,M45-49,USA,00:53:39,04:58:03,05:33:47,11:38:59,Overall Results,Ironman California 2023,3219.0,17883.0,20027,41939
659,659,604,108,Aubrey Stodghill,67,M40-44,USA,00:49:28,05:52:19,04:36:08,11:39:02,Overall Results,Ironman California 2023,2968.0,21139.0,16568,41942
660,660,605,95,Jeff Hardin,1532,M45-49,USA,00:48:34,05:42:24,04:43:28,11:39:02,Overall Results,Ironman California 2023,2914.0,20544.0,17008,41942
661,661,606,109,John Murphy,447,M40-44,USA,00:46:57,06:03:16,04:27:28,11:39:13,Overall Results,Ironman California 2023,2817.0,21796.0,16048,41953
662,662,607,96,Brian Purville,492,M45-49,USA,00:52:09,06:03:33,04:20:03,11:39:21,Overall Results,Ironman California 2023,3129.0,21813.0,15603,41961
663,663,608,70,Ismael Junio,1754,M50-54,USA,00:58:59,05:42:51,04:26:46,11:39:21,Overall Results,Ironman California 2023,3539.0,20571.0,16006,41961
664,664,609,97,Paul Belcher,2291,M45-49,USA,00:49:19,05:57:14,04:27:50,11:39:44,Overall Results,Ironman California 2023,2959.0,21434.0,16070,41984
665,665,610,98,Michael Buscema,1863,M45-49,USA,00:46:47,05:50:32,04:38:57,11:39:49,Overall Results,Ironman California 2023,2807.0,21032.0,16737,41989
666,666,611,15,Peter Lydon,2132,M18-24,USA,00:46:03,05:46:42,04:29:45,11:40:24,Overall Results,Ironman California 2023,2763.0,20802.0,16185,42024
667,667,612,52,Kyle Lydon,2151,M25-29,USA,00:44:13,06:01:11,04:29:44,11:40:27,Overall Results,Ironman California 2023,2653.0,21671.0,16184,42027
668,668,613,71,Raimundo Riojas,858,M50-54,GTM,00:45:41,05:53:34,04:36:48,11:40:33,Overall Results,Ironman California 2023,2741.0,21214.0,16608,42033
669,669,614,106,Michael Azevedo,34,M35-39,USA,00:53:21,06:12:24,04:15:32,11:40:45,Overall Results,Ironman California 2023,3201.0,22344.0,15332,42045
670,670,615,72,Aaron Westlake,778,M50-54,USA,00:46:32,05:54:53,04:28:54,11:41:02,Overall Results,Ironman California 2023,2792.0,21293.0,16134,42062
671,671,56,13,Anastasia Jones,2276,F30-34,USA,00:44:02,06:24:23,04:13:22,11:41:11,Overall Results,Ironman California 2023,2642.0,23063.0,15202,42071
672,672,616,110,Aaron Marchand,2287,M40-44,USA,00:51:23,05:16:39,05:04:17,11:41:12,Overall Results,Ironman California 2023,3083.0,18999.0,18257,42072
673,673,617,53,Martin Almaraz,2316,M25-29,USA,00:50:21,06:06:43,04:27:30,11:41:12,Overall Results,Ironman California 2023,3021.0,22003.0,16050,42072
674,674,618,103,Alex Frieler,1360,M30-34,USA,00:49:14,05:34:22,05:03:09,11:41:25,Overall Results,Ironman California 2023,2954.0,20062.0,18189,42085
675,675,57,4,Natalie Silver,1999,F18-24,USA,00:50:27,06:26:34,04:12:25,11:41:53,Overall Results,Ironman California 2023,3027.0,23194.0,15145,42113
676,676,619,17,Jack Guedj,262,M60-64,USA,00:44:34,05:49:09,04:48:31,11:41:55,Overall Results,Ironman California 2023,2674.0,20949.0,17311,42115
677,677,620,107,Tyler Brennan,1676,M35-39,USA,00:50:28,05:51:35,04:37:01,11:41:56,Overall Results,Ironman California 2023,3028.0,21095.0,16621,42116
678,678,621,104,Tim Schilling,2328,M30-34,USA,00:42:13,05:58:33,04:39:08,11:42:03,Overall Results,Ironman California 2023,2533.0,21513.0,16748,42123
679,679,622,111,Collin Robinson,2180,M40-44,USA,00:53:59,05:53:20,04:29:42,11:42:09,Overall Results,Ironman California 2023,3239.0,21200.0,16182,42129
680,680,623,54,Mark Gerrits,316,M25-29,USA,00:49:48,05:47:49,04:45:46,11:42:16,Overall Results,Ironman California 2023,2988.0,20869.0,17146,42136
681,681,624,108,Sabin Shrestha,1363,M35-39,USA,00:54:03,05:51:21,04:38:38,11:42:22,Overall Results,Ironman California 2023,3243.0,21081.0,16718,42142
682,682,625,99,Seaheum Park,503,M45-49,KOR,00:48:13,05:50:04,04:42:57,11:42:25,Overall Results,Ironman California 2023,2893.0,21004.0,16977,42145
683,683,626,73,Christian Karger,1752,M50-54,DEU,00:52:42,05:41:07,04:38:56,11:42:31,Overall Results,Ironman California 2023,3162.0,20467.0,16736,42151
684,684,627,109,Jesse Norton,482,M35-39,USA,00:54:35,05:44:09,04:48:05,11:42:33,Overall Results,Ironman California 2023,3275.0,20649.0,17285,42153
685,685,628,100,David Alpern,1168,M45-49,USA,00:46:37,05:52:19,04:32:53,11:42:39,Overall Results,Ironman California 2023,2797.0,21139.0,16373,42159
686,686,629,74,Craig Rhodes,1828,M50-54,CAN,00:51:20,06:19:37,04:12:17,11:42:41,Overall Results,Ironman California 2023,3080.0,22777.0,15137,42161
687,687,58,10,Tammy Haws,1163,F35-39,USA,00:48:38,06:23:56,04:03:28,11:43:00,Overall Results,Ironman California 2023,2918.0,23036.0,14608,42180
688,688,630,101,Julian Kung,1206,M45-49,USA,00:54:14,06:03:58,04:17:05,11:43:00,Overall Results,Ironman California 2023,3254.0,21838.0,15425,42180
689,689,631,41,Bernhard Landsiedler,1112,M55-59,CHE,00:46:26,05:29:56,05:01:17,11:43:06,Overall Results,Ironman California 2023,2786.0,19796.0,18077,42186
690,690,632,55,Kyle McGuire,2076,M25-29,USA,00:47:05,06:19:25,04:11:55,11:43:18,Overall Results,Ironman California 2023,2825.0,22765.0,15115,42198
691,691,59,5,Devin Nuckles,1283,F18-24,USA,00:44:31,05:49:16,04:54:44,11:43:21,Overall Results,Ironman California 2023,2671.0,20956.0,17684,42201
692,692,60,5,Julie Wilford,298,F50-54,ZAF,00:49:45,06:05:42,04:29:33,11:43:23,Overall Results,Ironman California 2023,2985.0,21942.0,16173,42203
693,693,633,112,Ruben Arroyo,640,M40-44,USA,00:49:33,05:37:28,04:54:33,11:43:24,Overall Results,Ironman California 2023,2973.0,20248.0,17673,42204
694,694,634,1,Volker Fischer,250,M70-74,USA,00:51:07,05:35:12,04:56:25,11:43:34,Overall Results,Ironman California 2023,3067.0,20112.0,17785,42214
695,695,635,113,Radu Munteanu,1744,M40-44,ROU,00:46:06,05:38:16,05:01:20,11:43:56,Overall Results,Ironman California 2023,2766.0,20296.0,18080,42236
696,696,636,56,Oscar Lopez,370,M25-29,USA,00:53:13,06:14:03,04:05:17,11:44:14,Overall Results,Ironman California 2023,3193.0,22443.0,14717,42254
697,697,61,14,Daniela Roman,1651,F30-34,MEX,00:54:59,06:18:48,04:09:34,11:44:23,Overall Results,Ironman California 2023,3299.0,22728.0,14974,42263
698,698,637,75,Erik Youmans,1088,M50-54,USA,00:54:34,06:15:03,04:09:22,11:44:40,Overall Results,Ironman California 2023,3274.0,22503.0,14962,42280
699,699,638,102,John Elworthy,683,M45-49,GBR,00:53:28,06:13:52,04:08:32,11:44:41,Overall Results,Ironman California 2023,3208.0,22432.0,14912,42281
700,700,639,110,David Meisner,2225,M35-39,USA,00:49:26,05:31:58,05:05:55,11:45:00,Overall Results,Ironman California 2023,2966.0,19918.0,18355,42300
701,701,640,105,Chris Wright,1528,M30-34,USA,00:51:00,05:55:55,04:38:20,11:45:17,Overall Results,Ironman California 2023,3060.0,21355.0,16700,42317
702,702,641,76,Jason Cheung,1298,M50-54,USA,00:51:48,05:49:54,04:39:08,11:45:24,Overall Results,Ironman California 2023,3108.0,20994.0,16748,42324
703,703,642,114,Scott Boucher,687,M40-44,CAN,00:48:35,05:58:23,04:34:52,11:45:24,Overall Results,Ironman California 2023,2915.0,21503.0,16492,42324
704,704,643,106,Jimmy Ngo,1334,M30-34,USA,00:59:24,05:46:17,04:30:34,11:46:01,Overall Results,Ironman California 2023,3564.0,20777.0,16234,42361
705,705,644,5,Jeff Mata,14,M PC/ID,USA,00:49:50,05:35:35,04:56:23,11:46:07,Overall Results,Ironman California 2023,2990.0,20135.0,17783,42367
706,706,645,6,Trevor Scott,15,M PC/ID,USA,00:49:48,05:35:31,04:56:23,11:46:07,Overall Results,Ironman California 2023,2988.0,20131.0,17783,42367
707,707,646,115,Lorenzo Trujillo,1197,M40-44,USA,00:48:31,05:28:26,05:10:39,11:46:10,Overall Results,Ironman California 2023,2911.0,19706.0,18639,42370
708,708,647,103,Nathan Gibbs,1341,M45-49,USA,00:51:03,06:06:21,04:26:08,11:46:20,Overall Results,Ironman California 2023,3063.0,21981.0,15968,42380
709,709,648,16,Ian Chakraborty,124,M18-24,USA,00:49:32,06:07:09,04:38:44,11:46:33,Overall Results,Ironman California 2023,2972.0,22029.0,16724,42393
710,710,62,9,Jessica Aldrich,744,F25-29,USA,00:47:35,05:57:19,04:49:22,11:46:56,Overall Results,Ironman California 2023,2855.0,21439.0,17362,42416
711,711,649,104,James Stelter,871,M45-49,USA,00:48:43,05:34:11,04:40:19,11:47:23,Overall Results,Ironman California 2023,2923.0,20051.0,16819,42443
712,712,650,77,Rick Miller,1618,M50-54,USA,00:53:50,05:19:13,04:58:26,11:47:23,Overall Results,Ironman California 2023,3230.0,19153.0,17906,42443
713,713,63,6,Amelie Leclerc,145,F45-49,CAN,00:45:35,06:19:26,04:19:08,11:47:24,Overall Results,Ironman California 2023,2735.0,22766.0,15548,42444
714,714,651,111,Candido Hernandez,2365,M35-39,MEX,00:52:27,06:30:18,04:01:25,11:47:27,Overall Results,Ironman California 2023,3147.0,23418.0,14485,42447
715,715,652,2,Mark Thorum,1850,M65-69,USA,00:43:33,05:33:52,05:11:38,11:47:33,Overall Results,Ironman California 2023,2613.0,20032.0,18698,42453
716,716,653,105,Steve Cutter,1575,M45-49,USA,00:47:07,05:49:21,04:45:02,11:47:38,Overall Results,Ironman California 2023,2827.0,20961.0,17102,42458
717,717,654,42,Wes Nicholas,1696,M55-59,USA,00:53:46,05:34:45,04:57:36,11:47:48,Overall Results,Ironman California 2023,3226.0,20085.0,17856,42468
718,718,64,11,Alana Graham,299,F35-39,USA,00:43:35,06:05:16,04:47:12,11:47:56,Overall Results,Ironman California 2023,2615.0,21916.0,17232,42476
719,719,655,112,William Camy,1750,M35-39,USA,00:50:44,06:12:04,04:25:54,11:48:10,Overall Results,Ironman California 2023,3044.0,22324.0,15954,42490
720,720,656,113,Matthew Neeley,1737,M35-39,USA,00:43:09,06:04:10,04:43:02,11:48:10,Overall Results,Ironman California 2023,2589.0,21850.0,16982,42490
721,721,657,114,Taylor Klein,1819,M35-39,USA,00:44:27,05:39:02,05:06:20,11:48:13,Overall Results,Ironman California 2023,2667.0,20342.0,18380,42493
722,722,65,3,Margareth E Sanchez V,770,F55-59,MEX,00:50:31,06:22:17,04:03:41,11:48:22,Overall Results,Ironman California 2023,3031.0,22937.0,14621,42502
723,723,658,57,Chris Rodriguez,1813,M25-29,USA,00:50:09,06:01:12,04:36:32,11:48:24,Overall Results,Ironman California 2023,3009.0,21672.0,16592,42504
724,724,659,106,Alexander Smith,2237,M45-49,USA,00:53:48,05:33:53,04:58:57,11:48:34,Overall Results,Ironman California 2023,3228.0,20033.0,17937,42514
725,725,660,78,Gary Degeronimo,249,M50-54,USA,00:53:32,06:06:08,04:29:36,11:48:42,Overall Results,Ironman California 2023,3212.0,21968.0,16176,42522
726,726,661,43,Joseph Rombold,1488,M55-59,USA,00:46:15,05:59:47,04:26:39,11:48:44,Overall Results,Ironman California 2023,2775.0,21587.0,15999,42524
727,727,66,10,Anna Olson,1881,F25-29,USA,00:42:14,06:25:14,04:26:27,11:48:54,Overall Results,Ironman California 2023,2534.0,23114.0,15987,42534
728,728,662,107,Anthony Valvaneda,1313,M30-34,USA,00:50:09,05:57:30,04:40:18,11:49:13,Overall Results,Ironman California 2023,3009.0,21450.0,16818,42553
729,729,663,116,Alex Jang,1657,M40-44,USA,00:51:53,06:16:43,04:13:48,11:49:18,Overall Results,Ironman California 2023,3113.0,22603.0,15228,42558
730,730,67,13,Brandy Zimmer,1922,F40-44,USA,00:57:05,05:47:49,04:24:51,11:49:19,Overall Results,Ironman California 2023,3425.0,20869.0,15891,42559
731,731,664,18,Scott McIntyre,219,M60-64,USA,00:47:22,05:48:07,04:50:27,11:49:23,Overall Results,Ironman California 2023,2842.0,20887.0,17427,42563
732,732,665,79,Oscar Gray,2094,M50-54,USA,00:47:26,05:45:50,04:52:57,11:49:27,Overall Results,Ironman California 2023,2846.0,20750.0,17577,42567
